Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747337903,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337904,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337905,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337906,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337907,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337908,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337909,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337910,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337911,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337912,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337913,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337914,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337915,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337916,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337917,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337918,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337919,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337920,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337921,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337922,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337923,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337924,3,,Aggregated,0.800000,0.000000,1100,2200,2800,3200,3200,3500,3500,3500,3500,3500,3500,15,0,1100.0,1495.9393891333336,51.60618,3497.14398,139.6
1747337925,3,,Aggregated,0.000000,0.000000,1700,2500,3200,3200,3500,24000,24000,24000,24000,24000,24000,16,0,1100.0,2893.7309154375002,51.60618,23860.60381,148.75
1747337926,3,,Aggregated,0.000000,0.000000,1700,2500,3200,3200,3500,24000,24000,24000,24000,24000,24000,16,0,1100.0,2893.7309154375002,51.60618,23860.60381,148.75
1747337927,3,,Aggregated,0.000000,0.000000,1700,2500,3200,3200,3500,24000,24000,24000,24000,24000,24000,16,0,1100.0,2893.7309154375002,51.60618,23860.60381,148.75
1747337928,3,,Aggregated,0.000000,0.000000,1300,2500,2800,3200,3500,24000,24000,24000,24000,24000,24000,17,0,1300.0,2799.841955117647,51.60618,23860.60381,142.23529411764707
1747337929,3,,Aggregated,0.000000,0.000000,1300,2500,2800,3200,3500,24000,24000,24000,24000,24000,24000,17,0,1300.0,2799.841955117647,51.60618,23860.60381,142.23529411764707
1747337930,3,,Aggregated,0.000000,0.000000,1300,2500,2800,3200,3500,24000,24000,24000,24000,24000,24000,17,0,1300.0,2799.841955117647,51.60618,23860.60381,142.23529411764707
1747337931,3,,Aggregated,0.200000,0.000000,1300,2200,2800,3200,3500,24000,24000,24000,24000,24000,24000,20,0,1100.0,2580.9507611500003,51.60618,23860.60381,154.55
1747337932,3,,Aggregated,0.200000,0.000000,1300,2200,2800,3200,3500,24000,24000,24000,24000,24000,24000,20,0,1100.0,2580.9507611500003,51.60618,23860.60381,154.55
1747337933,3,,Aggregated,0.200000,0.000000,1300,2200,2800,3200,3500,24000,24000,24000,24000,24000,24000,20,0,1100.0,2580.9507611500003,51.60618,23860.60381,154.55
1747337934,3,,Aggregated,0.400000,0.000000,1100,1900,2500,2800,3200,3500,24000,24000,24000,24000,24000,21,0,1100.0,2511.42259052381,51.60618,23860.60381,149.0
1747337935,3,,Aggregated,0.400000,0.000000,1100,1900,2500,2800,3200,3500,24000,24000,24000,24000,24000,21,0,1100.0,2511.42259052381,51.60618,23860.60381,149.0
1747337936,3,,Aggregated,0.400000,0.000000,1100,1900,2500,2800,3200,3500,24000,24000,24000,24000,24000,21,0,1100.0,2511.42259052381,51.60618,23860.60381,149.0
1747337937,3,,Aggregated,0.600000,0.000000,1100,1700,2200,2500,3200,3500,24000,24000,24000,24000,24000,26,0,1100.0,2268.0592307692305,51.60618,23860.60381,133.15384615384616
1747337938,3,,Aggregated,0.600000,0.000000,1100,1700,2200,2500,3200,3500,24000,24000,24000,24000,24000,26,0,1100.0,2268.0592307692305,51.60618,23860.60381,133.15384615384616
1747337939,3,,Aggregated,0.600000,0.000000,1100,1700,2200,2500,3200,3500,24000,24000,24000,24000,24000,26,0,1100.0,2268.0592307692305,51.60618,23860.60381,133.15384615384616
1747337940,3,,Aggregated,0.900000,0.000000,1100,1500,1900,2200,3200,3500,24000,24000,24000,24000,24000,31,0,1100.0,2078.390296741935,51.60618,23860.60381,162.83870967741936
1747337941,3,,Aggregated,0.900000,0.000000,1100,1500,1900,2200,3200,3500,24000,24000,24000,24000,24000,31,0,1100.0,2078.390296741935,51.60618,23860.60381,162.83870967741936
1747337942,3,,Aggregated,0.900000,0.000000,1100,1500,1900,2200,3200,3500,24000,24000,24000,24000,24000,31,0,1100.0,2078.390296741935,51.60618,23860.60381,162.83870967741936
1747337943,3,,Aggregated,1.200000,0.000000,1100,1600,1900,2500,3200,3900,24000,24000,24000,24000,24000,35,0,1100.0,2074.0111757999994,51.60618,23860.60381,156.4
1747337944,3,,Aggregated,1.200000,0.000000,1100,1600,1900,2500,3200,3900,24000,24000,24000,24000,24000,35,0,1100.0,2074.0111757999994,51.60618,23860.60381,156.4
1747337945,3,,Aggregated,1.200000,0.000000,1100,1600,1900,2500,3200,3900,24000,24000,24000,24000,24000,35,0,1100.0,2074.0111757999994,51.60618,23860.60381,156.4
1747337946,3,,Aggregated,1.300000,0.000000,1100,1600,1900,2200,3200,3900,24000,24000,24000,24000,24000,38,0,1100.0,1994.6933997105255,46.43106,23860.60381,148.81578947368422
1747337947,3,,Aggregated,1.300000,0.000000,1100,1600,1900,2200,3200,3900,24000,24000,24000,24000,24000,38,0,1100.0,1994.6933997105255,46.43106,23860.60381,148.81578947368422
1747337948,3,,Aggregated,1.300000,0.000000,1100,1600,1900,2200,3200,3900,24000,24000,24000,24000,24000,38,0,1100.0,1994.6933997105255,46.43106,23860.60381,148.81578947368422
1747337949,3,,Aggregated,1.700000,0.000000,1100,1600,1900,2200,3200,3500,24000,24000,24000,24000,24000,41,0,1100.0,1955.0673318780478,46.43106,23860.60381,160.609756097561
1747337950,3,,Aggregated,1.700000,0.000000,1100,1600,1900,2200,3200,3500,24000,24000,24000,24000,24000,41,0,1100.0,1955.0673318780478,46.43106,23860.60381,160.609756097561
1747337951,3,,Aggregated,1.700000,0.000000,1100,1600,1900,2200,3200,3500,24000,24000,24000,24000,24000,41,0,1100.0,1955.0673318780478,46.43106,23860.60381,160.609756097561
1747337952,3,,Aggregated,1.000000,0.000000,1100,1600,2000,2500,3500,3800,24000,24000,24000,24000,24000,45,0,1100.0,2020.9794979111105,46.43106,23860.60381,156.42222222222222
1747337953,3,,Aggregated,1.000000,0.000000,1100,1600,2000,2500,3500,3800,24000,24000,24000,24000,24000,45,0,1100.0,2020.9794979111105,46.43106,23860.60381,156.42222222222222
1747337954,3,,Aggregated,1.000000,0.000000,1100,1600,2000,2500,3500,3800,24000,24000,24000,24000,24000,45,0,1100.0,2020.9794979111105,46.43106,23860.60381,156.42222222222222
1747337955,3,,Aggregated,1.100000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,51,0,1100.0,1879.7303763921561,46.43106,23860.60381,150.94117647058823
1747337956,3,,Aggregated,1.100000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,51,0,1100.0,1879.7303763921561,46.43106,23860.60381,150.94117647058823
1747337957,3,,Aggregated,1.100000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,51,0,1100.0,1879.7303763921561,46.43106,23860.60381,150.94117647058823
1747337958,3,,Aggregated,1.600000,0.000000,1100,1500,2000,2200,3200,3800,3900,24000,24000,24000,24000,56,0,1100.0,1858.9904936249993,46.43106,23860.60381,151.26785714285714
1747337959,3,,Aggregated,1.600000,0.000000,1100,1500,2000,2200,3200,3800,3900,24000,24000,24000,24000,56,0,1100.0,1858.9904936249993,46.43106,23860.60381,151.26785714285714
1747337960,3,,Aggregated,1.600000,0.000000,1100,1500,2000,2200,3200,3800,3900,24000,24000,24000,24000,56,0,1100.0,1858.9904936249993,46.43106,23860.60381,151.26785714285714
1747337961,3,,Aggregated,1.500000,0.000000,1200,1600,1900,2200,3200,3800,3900,24000,24000,24000,24000,60,0,1100.0,1832.4476485999996,46.43106,23860.60381,143.98333333333332
1747337962,3,,Aggregated,1.500000,0.000000,1200,1600,1900,2200,3200,3800,3900,24000,24000,24000,24000,60,0,1100.0,1832.4476485999996,46.43106,23860.60381,143.98333333333332
1747337963,3,,Aggregated,1.500000,0.000000,1200,1600,1900,2200,3200,3800,3900,24000,24000,24000,24000,60,0,1100.0,1832.4476485999996,46.43106,23860.60381,143.98333333333332
1747337964,3,,Aggregated,1.800000,0.000000,1200,1500,1800,2000,3200,3800,3900,24000,24000,24000,24000,66,0,1100.0,1780.5623368484848,46.43106,23860.60381,155.46969696969697
1747337965,3,,Aggregated,1.800000,0.000000,1200,1500,1800,2000,3200,3800,3900,24000,24000,24000,24000,66,0,1100.0,1780.5623368484848,46.43106,23860.60381,155.46969696969697
1747337966,3,,Aggregated,1.800000,0.000000,1200,1500,1800,2000,3200,3800,3900,24000,24000,24000,24000,66,0,1100.0,1780.5623368484848,46.43106,23860.60381,155.46969696969697
1747337967,3,,Aggregated,1.500000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,69,0,1100.0,1774.0453661594202,46.43106,23860.60381,156.17391304347825
1747337968,3,,Aggregated,1.500000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,69,0,1100.0,1774.0453661594202,46.43106,23860.60381,156.17391304347825
1747337969,3,,Aggregated,1.500000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,69,0,1100.0,1774.0453661594202,46.43106,23860.60381,156.17391304347825
1747337970,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,72,0,1100.0,1759.162849875,46.43106,23860.60381,154.5
1747337971,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,72,0,1100.0,1759.162849875,46.43106,23860.60381,154.5
1747337972,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2200,3200,3800,3900,24000,24000,24000,24000,72,0,1100.0,1759.162849875,46.43106,23860.60381,154.5
1747337973,3,,Aggregated,1.400000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,73,0,1100.0,1749.0533517945205,46.43106,23860.60381,156.93150684931507
1747337974,3,,Aggregated,1.400000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,73,0,1100.0,1749.0533517945205,46.43106,23860.60381,156.93150684931507
1747337975,3,,Aggregated,1.400000,0.000000,1100,1500,1800,2200,3200,3800,3900,24000,24000,24000,24000,73,0,1100.0,1749.0533517945205,46.43106,23860.60381,156.93150684931507
1747337976,3,,Aggregated,0.900000,0.000000,1200,1600,2000,2300,3200,3800,5200,24000,24000,24000,24000,76,0,1100.0,1816.776035013158,46.43106,23860.60381,159.10526315789474
1747337977,3,,Aggregated,0.900000,0.000000,1200,1600,2000,2300,3200,3800,5200,24000,24000,24000,24000,76,0,1100.0,1816.776035013158,46.43106,23860.60381,159.10526315789474
1747337978,3,,Aggregated,0.900000,0.000000,1200,1600,2000,2300,3200,3800,5200,24000,24000,24000,24000,76,0,1100.0,1816.776035013158,46.43106,23860.60381,159.10526315789474
1747337979,3,,Aggregated,1.000000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,81,0,1200.0,1792.9442677530863,46.43106,23860.60381,150.14814814814815
1747337980,3,,Aggregated,1.000000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,81,0,1200.0,1792.9442677530863,46.43106,23860.60381,150.14814814814815
1747337981,3,,Aggregated,1.000000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,81,0,1200.0,1792.9442677530863,46.43106,23860.60381,150.14814814814815
1747337982,3,,Aggregated,1.200000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,83,0,1200.0,1781.7089552048192,46.43106,23860.60381,147.5421686746988
1747337983,3,,Aggregated,1.200000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,83,0,1200.0,1781.7089552048192,46.43106,23860.60381,147.5421686746988
1747337984,3,,Aggregated,1.200000,0.000000,1200,1600,2000,2500,3200,3800,5200,24000,24000,24000,24000,83,0,1200.0,1781.7089552048192,46.43106,23860.60381,147.5421686746988
1747337985,3,,Aggregated,1.200000,0.000000,1200,1600,2200,2500,3200,3900,5200,24000,24000,24000,24000,88,0,1100.0,1829.4785422613634,46.43106,23860.60381,152.76136363636363
1747337986,3,,Aggregated,1.200000,0.000000,1200,1600,2200,2500,3200,3900,5200,24000,24000,24000,24000,88,0,1100.0,1829.4785422613634,46.43106,23860.60381,152.76136363636363
1747337987,3,,Aggregated,1.200000,0.000000,1200,1600,2200,2500,3200,3900,5200,24000,24000,24000,24000,88,0,1100.0,1829.4785422613634,46.43106,23860.60381,152.76136363636363
1747337988,3,,Aggregated,1.300000,0.000000,1100,1600,2000,2500,3200,3900,5200,24000,24000,24000,24000,92,0,1100.0,1803.035496771739,46.43106,23860.60381,149.2391304347826
1747337989,3,,Aggregated,1.300000,0.000000,1100,1600,2000,2500,3200,3900,5200,24000,24000,24000,24000,92,0,1100.0,1803.035496771739,46.43106,23860.60381,149.2391304347826
1747337990,3,,Aggregated,1.300000,0.000000,1100,1600,2000,2500,3200,3900,5200,24000,24000,24000,24000,92,0,1100.0,1803.035496771739,46.43106,23860.60381,149.2391304347826
1747337991,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,98,0,1100.0,1769.196049540816,46.43106,23860.60381,156.68367346938774
1747337992,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,98,0,1100.0,1769.196049540816,46.43106,23860.60381,156.68367346938774
1747337993,3,,Aggregated,1.400000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,98,0,1100.0,1769.196049540816,46.43106,23860.60381,156.68367346938774
1747337994,3,,Aggregated,1.600000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,100,0,1100.0,1760.0898251399997,46.43106,23860.60381,155.58
1747337995,3,,Aggregated,1.600000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,100,0,1100.0,1760.0898251399997,46.43106,23860.60381,155.58
1747337996,3,,Aggregated,1.600000,0.000000,1100,1500,1900,2300,3200,3900,5200,24000,24000,24000,24000,100,0,1100.0,1760.0898251399997,46.43106,23860.60381,155.58
1747337997,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,103,0,1100.0,1756.5626456310679,46.43106,23860.60381,157.66990291262135
1747337998,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,103,0,1100.0,1756.5626456310679,46.43106,23860.60381,157.66990291262135
1747337999,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,103,0,1100.0,1756.5626456310679,46.43106,23860.60381,157.66990291262135
1747338000,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,106,0,1100.0,1745.9982700471696,46.43106,23860.60381,156.49056603773585
1747338001,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,106,0,1100.0,1745.9982700471696,46.43106,23860.60381,156.49056603773585
1747338002,3,,Aggregated,1.300000,0.000000,1100,1500,1900,2300,3200,3800,5100,5200,24000,24000,24000,106,0,1100.0,1745.9982700471696,46.43106,23860.60381,156.49056603773585
1747338003,3,,Aggregated,1.100000,0.000000,1100,1600,2000,2500,3200,3800,5100,5200,24000,24000,24000,108,0,1100.0,1765.5826166203701,46.43106,23860.60381,157.0185185185185
1747338004,3,,Aggregated,1.100000,0.000000,1100,1600,2000,2500,3200,3800,5100,5200,24000,24000,24000,108,0,1100.0,1765.5826166203701,46.43106,23860.60381,157.0185185185185
1747338005,3,,Aggregated,1.100000,0.000000,1100,1600,2000,2500,3200,3800,5100,5200,24000,24000,24000,108,0,1100.0,1765.5826166203701,46.43106,23860.60381,157.0185185185185
1747338006,3,,Aggregated,0.800000,0.000000,1200,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,112,0,1100.0,1811.1600598660714,45.85004,23860.60381,154.07142857142858
1747338007,3,,Aggregated,0.800000,0.000000,1200,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,112,0,1100.0,1811.1600598660714,45.85004,23860.60381,154.07142857142858
1747338008,3,,Aggregated,0.800000,0.000000,1200,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,112,0,1100.0,1811.1600598660714,45.85004,23860.60381,154.07142857142858
1747338009,3,,Aggregated,0.900000,0.000000,1100,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,114,0,1100.0,1789.356862298246,45.85004,23860.60381,151.7017543859649
1747338010,3,,Aggregated,0.900000,0.000000,1100,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,114,0,1100.0,1789.356862298246,45.85004,23860.60381,151.7017543859649
1747338011,3,,Aggregated,0.900000,0.000000,1100,1600,2200,2700,3200,3900,5200,5500,24000,24000,24000,114,0,1100.0,1789.356862298246,45.85004,23860.60381,151.7017543859649
1747338012,3,,Aggregated,0.900000,0.000000,1200,1600,2200,2700,3500,5000,5500,5500,24000,24000,24000,119,0,1200.0,1836.478203067227,45.85004,23860.60381,155.45378151260505
1747338013,3,,Aggregated,0.900000,0.000000,1200,1600,2200,2700,3500,5000,5500,5500,24000,24000,24000,119,0,1200.0,1836.478203067227,45.85004,23860.60381,155.45378151260505
